iso,refdate,fordate,sequence,node,shape,price
ERCOT,2019-05-02,2019-07-01,1,HB_NORTH,Off-peak,0.324000
ERCOT,2019-05-02,2019-07-01,1,HB_NORTH,PeakWD,0.179841
ERCOT,2019-05-02,2019-07-01,1,HB_NORTH,PeakWE,0.520000
ERCOT,2019-05-02,2019-08-01,1,HB_NORTH,Off-peak,0.550000
ERCOT,2019-05-02,2019-08-01,1,HB_NORTH,PeakWD,-0.092643
ERCOT,2019-05-02,2019-08-01,1,HB_NORTH,PeakWE,0.550000
ERCOT,2019-05-02,2019-09-01,1,HB_NORTH,Off-peak,0.380606
ERCOT,2019-05-02,2019-09-01,1,HB_NORTH,PeakWD,0.213433
ERCOT,2019-05-02,2019-09-01,1,HB_NORTH,PeakWE,0.617686
ERCOT,2019-05-02,2019-10-01,1,HB_NORTH,Off-peak,0.811928
ERCOT,2019-05-02,2019-10-01,1,HB_NORTH,PeakWD,1.356848
ERCOT,2019-05-02,2019-10-01,1,HB_NORTH,PeakWE,1.097271
ERCOT,2019-05-02,2019-11-01,1,HB_NORTH,Off-peak,0.435335
ERCOT,2019-05-02,2019-11-01,1,HB_NORTH,PeakWD,1.144024
ERCOT,2019-05-02,2019-11-01,1,HB_NORTH,PeakWE,0.170689
ERCOT,2019-05-02,2019-12-01,1,HB_NORTH,Off-peak,0.302355
ERCOT,2019-05-02,2019-12-01,1,HB_NORTH,PeakWD,-0.182103
ERCOT,2019-05-02,2019-12-01,1,HB_NORTH,PeakWE,-0.385251
ERCOT,2019-05-30,2020-01-01,2,HB_NORTH,Off-peak,0.319032
ERCOT,2019-05-30,2020-01-01,2,HB_NORTH,PeakWD,0.007771
ERCOT,2019-05-30,2020-01-01,2,HB_NORTH,PeakWE,0.000000
ERCOT,2019-05-30,2020-02-01,2,HB_NORTH,Off-peak,-0.052913
ERCOT,2019-05-30,2020-02-01,2,HB_NORTH,PeakWD,-0.350886
ERCOT,2019-05-30,2020-02-01,2,HB_NORTH,PeakWE,-0.200000
ERCOT,2019-05-30,2020-03-01,2,HB_NORTH,Off-peak,-0.228819
ERCOT,2019-05-30,2020-03-01,2,HB_NORTH,PeakWD,0.250614
ERCOT,2019-05-30,2020-03-01,2,HB_NORTH,PeakWE,-0.539157
ERCOT,2019-05-30,2020-04-01,2,HB_NORTH,Off-peak,0.840973
ERCOT,2019-05-30,2020-04-01,2,HB_NORTH,PeakWD,2.185455
ERCOT,2019-05-30,2020-04-01,2,HB_NORTH,PeakWE,1.723793
ERCOT,2019-05-30,2020-05-01,2,HB_NORTH,Off-peak,0.625365
ERCOT,2019-05-30,2020-05-01,2,HB_NORTH,PeakWD,2.197366
ERCOT,2019-05-30,2020-05-01,2,HB_NORTH,PeakWE,1.655096
ERCOT,2019-05-30,2020-06-01,2,HB_NORTH,Off-peak,1.093981
ERCOT,2019-05-30,2020-06-01,2,HB_NORTH,PeakWD,1.660896
ERCOT,2019-05-30,2020-06-01,2,HB_NORTH,PeakWE,1.769050
ERCOT,2019-07-11,2020-07-01,3,HB_NORTH,Off-peak,0.222753
ERCOT,2019-07-11,2020-07-01,3,HB_NORTH,PeakWD,-0.455986
ERCOT,2019-07-11,2020-07-01,3,HB_NORTH,PeakWE,0.377102
ERCOT,2019-07-11,2020-08-01,3,HB_NORTH,Off-peak,0.486516
ERCOT,2019-07-11,2020-08-01,3,HB_NORTH,PeakWD,-0.250000
ERCOT,2019-07-11,2020-08-01,3,HB_NORTH,PeakWE,0.330000
ERCOT,2019-07-11,2020-09-01,3,HB_NORTH,Off-peak,0.039304
ERCOT,2019-07-11,2020-09-01,3,HB_NORTH,PeakWD,-0.010000
ERCOT,2019-07-11,2020-09-01,3,HB_NORTH,PeakWE,-0.013918
ERCOT,2019-07-11,2020-10-01,3,HB_NORTH,Off-peak,-0.013241
ERCOT,2019-07-11,2020-10-01,3,HB_NORTH,PeakWD,0.420000
ERCOT,2019-07-11,2020-10-01,3,HB_NORTH,PeakWE,0.252914
ERCOT,2019-07-11,2020-11-01,3,HB_NORTH,Off-peak,0.338807
ERCOT,2019-07-11,2020-11-01,3,HB_NORTH,PeakWD,0.074361
ERCOT,2019-07-11,2020-11-01,3,HB_NORTH,PeakWE,0.290000
ERCOT,2019-07-11,2020-12-01,3,HB_NORTH,Off-peak,0.049040
ERCOT,2019-07-11,2020-12-01,3,HB_NORTH,PeakWD,-0.673742
ERCOT,2019-07-11,2020-12-01,3,HB_NORTH,PeakWE,-0.590000
ERCOT,2019-08-01,2021-01-01,4,HB_NORTH,Off-peak,0.658669
ERCOT,2019-08-01,2021-01-01,4,HB_NORTH,PeakWD,0.211933
ERCOT,2019-08-01,2021-01-01,4,HB_NORTH,PeakWE,0.065279
ERCOT,2019-08-01,2021-02-01,4,HB_NORTH,Off-peak,0.651599
ERCOT,2019-08-01,2021-02-01,4,HB_NORTH,PeakWD,0.248307
ERCOT,2019-08-01,2021-02-01,4,HB_NORTH,PeakWE,-0.031960
ERCOT,2019-08-01,2021-03-01,4,HB_NORTH,Off-peak,0.279292
ERCOT,2019-08-01,2021-03-01,4,HB_NORTH,PeakWD,0.285893
ERCOT,2019-08-01,2021-03-01,4,HB_NORTH,PeakWE,0.048070
ERCOT,2019-08-01,2021-04-01,4,HB_NORTH,Off-peak,0.424996
ERCOT,2019-08-01,2021-04-01,4,HB_NORTH,PeakWD,0.917245
ERCOT,2019-08-01,2021-04-01,4,HB_NORTH,PeakWE,0.666364
ERCOT,2019-08-01,2021-05-01,4,HB_NORTH,Off-peak,0.523456
ERCOT,2019-08-01,2021-05-01,4,HB_NORTH,PeakWD,0.606855
ERCOT,2019-08-01,2021-05-01,4,HB_NORTH,PeakWE,0.430447
ERCOT,2019-08-01,2021-06-01,4,HB_NORTH,Off-peak,1.004167
ERCOT,2019-08-01,2021-06-01,4,HB_NORTH,PeakWD,1.260000
ERCOT,2019-08-01,2021-06-01,4,HB_NORTH,PeakWE,1.650357
ERCOT,2019-04-04,2021-07-01,6,HB_NORTH,Off-peak,1.340913
ERCOT,2019-04-04,2021-07-01,6,HB_NORTH,PeakWD,1.750000
ERCOT,2019-04-04,2021-07-01,6,HB_NORTH,PeakWE,1.350000
ERCOT,2019-04-04,2021-08-01,6,HB_NORTH,Off-peak,1.350000
ERCOT,2019-04-04,2021-08-01,6,HB_NORTH,PeakWD,2.072905
ERCOT,2019-04-04,2021-08-01,6,HB_NORTH,PeakWE,1.380000
ERCOT,2019-04-04,2021-09-01,6,HB_NORTH,Off-peak,1.201806
ERCOT,2019-04-04,2021-09-01,6,HB_NORTH,PeakWD,1.750000
ERCOT,2019-04-04,2021-09-01,6,HB_NORTH,PeakWE,2.101529
ERCOT,2019-04-04,2021-10-01,6,HB_NORTH,Off-peak,1.391411
ERCOT,2019-04-04,2021-10-01,6,HB_NORTH,PeakWD,2.440000
ERCOT,2019-04-04,2021-10-01,6,HB_NORTH,PeakWE,1.570000
ERCOT,2019-04-04,2021-11-01,6,HB_NORTH,Off-peak,1.230000
ERCOT,2019-04-04,2021-11-01,6,HB_NORTH,PeakWD,1.320000
ERCOT,2019-04-04,2021-11-01,6,HB_NORTH,PeakWE,0.880000
ERCOT,2019-04-04,2021-12-01,6,HB_NORTH,Off-peak,1.330000
ERCOT,2019-04-04,2021-12-01,6,HB_NORTH,PeakWD,0.313308
ERCOT,2019-04-04,2021-12-01,6,HB_NORTH,PeakWE,0.307030
ERCOT,2019-10-03,2022-01-01,6,HB_NORTH,Off-peak,1.109266
ERCOT,2019-10-03,2022-01-01,6,HB_NORTH,PeakWD,0.773583
ERCOT,2019-10-03,2022-01-01,6,HB_NORTH,PeakWE,0.500000
ERCOT,2019-10-03,2022-02-01,6,HB_NORTH,Off-peak,0.826282
ERCOT,2019-10-03,2022-02-01,6,HB_NORTH,PeakWD,0.376751
ERCOT,2019-10-03,2022-02-01,6,HB_NORTH,PeakWE,0.335399
ERCOT,2019-10-03,2022-03-01,6,HB_NORTH,Off-peak,0.859993
ERCOT,2019-10-03,2022-03-01,6,HB_NORTH,PeakWD,1.295091
ERCOT,2019-10-03,2022-03-01,6,HB_NORTH,PeakWE,1.288924
ERCOT,2019-10-03,2022-04-01,6,HB_NORTH,Off-peak,1.052729
ERCOT,2019-10-03,2022-04-01,6,HB_NORTH,PeakWD,1.522259
ERCOT,2019-10-03,2022-04-01,6,HB_NORTH,PeakWE,2.009544
ERCOT,2019-10-03,2022-05-01,6,HB_NORTH,Off-peak,1.150943
ERCOT,2019-10-03,2022-05-01,6,HB_NORTH,PeakWD,1.468039
ERCOT,2019-10-03,2022-05-01,6,HB_NORTH,PeakWE,1.968881
ERCOT,2019-10-03,2022-06-01,6,HB_NORTH,Off-peak,1.160951
ERCOT,2019-10-03,2022-06-01,6,HB_NORTH,PeakWD,1.801473
ERCOT,2019-10-03,2022-06-01,6,HB_NORTH,PeakWE,2.239909
ERCOT,2020-04-02,2022-07-01,6,HB_NORTH,Off-peak,0.411111
ERCOT,2020-04-02,2022-07-01,6,HB_NORTH,PeakWD,-0.144195
ERCOT,2020-04-02,2022-07-01,6,HB_NORTH,PeakWE,0.000000
ERCOT,2020-04-02,2022-08-01,6,HB_NORTH,Off-peak,0.442754
ERCOT,2020-04-02,2022-08-01,6,HB_NORTH,PeakWD,-0.174195
ERCOT,2020-04-02,2022-08-01,6,HB_NORTH,PeakWE,-0.291189
ERCOT,2020-04-02,2022-09-01,6,HB_NORTH,Off-peak,0.413248
ERCOT,2020-04-02,2022-09-01,6,HB_NORTH,PeakWD,0.605805
ERCOT,2020-04-02,2022-09-01,6,HB_NORTH,PeakWE,0.260000
ERCOT,2020-04-02,2022-10-01,6,HB_NORTH,Off-peak,0.792364
ERCOT,2020-04-02,2022-10-01,6,HB_NORTH,PeakWD,1.181321
ERCOT,2020-04-02,2022-10-01,6,HB_NORTH,PeakWE,0.930000
ERCOT,2020-04-02,2022-11-01,6,HB_NORTH,Off-peak,0.512110
ERCOT,2020-04-02,2022-11-01,6,HB_NORTH,PeakWD,0.765486
ERCOT,2020-04-02,2022-11-01,6,HB_NORTH,PeakWE,0.069806
ERCOT,2020-04-02,2022-12-01,6,HB_NORTH,Off-peak,0.300307
ERCOT,2020-04-02,2022-12-01,6,HB_NORTH,PeakWD,-0.105123
ERCOT,2020-04-02,2022-12-01,6,HB_NORTH,PeakWE,-0.410000
ERCOT,2020-10-01,2023-01-01,6,HB_NORTH,Off-peak,0.836567
ERCOT,2020-10-01,2023-01-01,6,HB_NORTH,PeakWD,0.583445
ERCOT,2020-10-01,2023-01-01,6,HB_NORTH,PeakWE,0.244590
ERCOT,2020-10-01,2023-02-01,6,HB_NORTH,Off-peak,0.524797
ERCOT,2020-10-01,2023-02-01,6,HB_NORTH,PeakWD,0.507538
ERCOT,2020-10-01,2023-02-01,6,HB_NORTH,PeakWE,0.260240
ERCOT,2020-10-01,2023-03-01,6,HB_NORTH,Off-peak,0.808187
ERCOT,2020-10-01,2023-03-01,6,HB_NORTH,PeakWD,0.356678
ERCOT,2020-10-01,2023-03-01,6,HB_NORTH,PeakWE,0.847035
ERCOT,2020-10-01,2023-04-01,6,HB_NORTH,Off-peak,0.969528
ERCOT,2020-10-01,2023-04-01,6,HB_NORTH,PeakWD,0.635665
ERCOT,2020-10-01,2023-04-01,6,HB_NORTH,PeakWE,0.976433
ERCOT,2020-10-01,2023-05-01,6,HB_NORTH,Off-peak,0.832576
ERCOT,2020-10-01,2023-05-01,6,HB_NORTH,PeakWD,1.028569
ERCOT,2020-10-01,2023-05-01,6,HB_NORTH,PeakWE,0.987482
ERCOT,2020-10-01,2023-06-01,6,HB_NORTH,Off-peak,1.050000
ERCOT,2020-10-01,2023-06-01,6,HB_NORTH,PeakWD,1.650000
ERCOT,2020-10-01,2023-06-01,6,HB_NORTH,PeakWE,0.800000
ERCOT,2021-04-01,2023-07-01,6,HB_NORTH,Off-peak,0.807483
ERCOT,2021-04-01,2023-07-01,6,HB_NORTH,PeakWD,-1.066149
ERCOT,2021-04-01,2023-07-01,6,HB_NORTH,PeakWE,-0.740000
ERCOT,2021-04-01,2023-08-01,6,HB_NORTH,Off-peak,0.785436
ERCOT,2021-04-01,2023-08-01,6,HB_NORTH,PeakWD,-1.293191
ERCOT,2021-04-01,2023-08-01,6,HB_NORTH,PeakWE,-0.640000
ERCOT,2021-04-01,2023-09-01,6,HB_NORTH,Off-peak,0.717363
ERCOT,2021-04-01,2023-09-01,6,HB_NORTH,PeakWD,-0.340000
ERCOT,2021-04-01,2023-09-01,6,HB_NORTH,PeakWE,-0.245000
ERCOT,2021-04-01,2023-10-01,6,HB_NORTH,Off-peak,0.785229
ERCOT,2021-04-01,2023-10-01,6,HB_NORTH,PeakWD,1.050000
ERCOT,2021-04-01,2023-10-01,6,HB_NORTH,PeakWE,0.628364
ERCOT,2021-04-01,2023-11-01,6,HB_NORTH,Off-peak,0.965139
ERCOT,2021-04-01,2023-11-01,6,HB_NORTH,PeakWD,0.263839
ERCOT,2021-04-01,2023-11-01,6,HB_NORTH,PeakWE,0.100743
ERCOT,2021-04-01,2023-12-01,6,HB_NORTH,Off-peak,0.546933
ERCOT,2021-04-01,2023-12-01,6,HB_NORTH,PeakWD,-0.317031
ERCOT,2021-04-01,2023-12-01,6,HB_NORTH,PeakWE,-0.481996
ERCOT,2021-09-30,2024-01-01,6,HB_NORTH,Off-peak,-0.036317
ERCOT,2021-09-30,2024-01-01,6,HB_NORTH,PeakWD,-1.000000
ERCOT,2021-09-30,2024-01-01,6,HB_NORTH,PeakWE,-0.198150
ERCOT,2021-09-30,2024-02-01,6,HB_NORTH,Off-peak,0.035330
ERCOT,2021-09-30,2024-02-01,6,HB_NORTH,PeakWD,-1.867143
ERCOT,2021-09-30,2024-02-01,6,HB_NORTH,PeakWE,-0.548750
ERCOT,2021-09-30,2024-03-01,6,HB_NORTH,Off-peak,-0.575580
ERCOT,2021-09-30,2024-03-01,6,HB_NORTH,PeakWD,-2.130000
ERCOT,2021-09-30,2024-03-01,6,HB_NORTH,PeakWE,-0.293901
ERCOT,2021-09-30,2024-04-01,6,HB_NORTH,Off-peak,0.340000
ERCOT,2021-09-30,2024-04-01,6,HB_NORTH,PeakWD,-0.760000
ERCOT,2021-09-30,2024-04-01,6,HB_NORTH,PeakWE,-0.154645
ERCOT,2021-09-30,2024-05-01,6,HB_NORTH,Off-peak,0.031613
ERCOT,2021-09-30,2024-05-01,6,HB_NORTH,PeakWD,-0.463636
ERCOT,2021-09-30,2024-05-01,6,HB_NORTH,PeakWE,-0.902222
ERCOT,2021-09-30,2024-06-01,6,HB_NORTH,Off-peak,0.270000
ERCOT,2021-09-30,2024-06-01,6,HB_NORTH,PeakWD,-0.180000
ERCOT,2021-09-30,2024-06-01,6,HB_NORTH,PeakWE,-0.608817
ERCOT,2022-03-31,2024-07-01,6,HB_NORTH,Off-peak,0.734843
ERCOT,2022-03-31,2024-07-01,6,HB_NORTH,PeakWD,-0.400000
ERCOT,2022-03-31,2024-07-01,6,HB_NORTH,PeakWE,-0.108689
ERCOT,2022-03-31,2024-08-01,6,HB_NORTH,Off-peak,0.477447
ERCOT,2022-03-31,2024-08-01,6,HB_NORTH,PeakWD,-0.400000
ERCOT,2022-03-31,2024-08-01,6,HB_NORTH,PeakWE,-0.108689
ERCOT,2022-03-31,2024-09-01,6,HB_NORTH,Off-peak,0.206736
ERCOT,2022-03-31,2024-09-01,6,HB_NORTH,PeakWD,0.643997
ERCOT,2022-03-31,2024-09-01,6,HB_NORTH,PeakWE,1.048731
ERCOT,2022-03-31,2024-10-01,6,HB_NORTH,Off-peak,2.044647
ERCOT,2022-03-31,2024-10-01,6,HB_NORTH,PeakWD,2.018269
ERCOT,2022-03-31,2024-10-01,6,HB_NORTH,PeakWE,2.850829
ERCOT,2022-03-31,2024-11-01,6,HB_NORTH,Off-peak,1.727213
ERCOT,2022-03-31,2024-11-01,6,HB_NORTH,PeakWD,0.348948
ERCOT,2022-03-31,2024-11-01,6,HB_NORTH,PeakWE,1.452280
ERCOT,2022-03-31,2024-12-01,6,HB_NORTH,Off-peak,0.640569
ERCOT,2022-03-31,2024-12-01,6,HB_NORTH,PeakWD,-0.641708
ERCOT,2022-03-31,2024-12-01,6,HB_NORTH,PeakWE,0.246634
ERCOT,2022-10-06,2025-01-01,6,HB_NORTH,Off-peak,-1.210391
ERCOT,2022-10-06,2025-01-01,6,HB_NORTH,PeakWD,-5.095687
ERCOT,2022-10-06,2025-01-01,6,HB_NORTH,PeakWE,-5.338806
ERCOT,2022-10-06,2025-02-01,6,HB_NORTH,Off-peak,-1.656153
ERCOT,2022-10-06,2025-02-01,6,HB_NORTH,PeakWD,-5.166695
ERCOT,2022-10-06,2025-02-01,6,HB_NORTH,PeakWE,-5.007975
ERCOT,2022-10-06,2025-03-01,6,HB_NORTH,Off-peak,-1.250000
ERCOT,2022-10-06,2025-03-01,6,HB_NORTH,PeakWD,-0.082620
ERCOT,2022-10-06,2025-03-01,6,HB_NORTH,PeakWE,0.954278
ERCOT,2022-10-06,2025-04-01,6,HB_NORTH,Off-peak,0.056952
ERCOT,2022-10-06,2025-04-01,6,HB_NORTH,PeakWD,3.204886
ERCOT,2022-10-06,2025-04-01,6,HB_NORTH,PeakWE,2.803283
ERCOT,2022-10-06,2025-05-01,6,HB_NORTH,Off-peak,0.677742
ERCOT,2022-10-06,2025-05-01,6,HB_NORTH,PeakWD,2.566637
ERCOT,2022-10-06,2025-05-01,6,HB_NORTH,PeakWE,1.284588
ERCOT,2022-10-06,2025-06-01,6,HB_NORTH,Off-peak,0.614273
ERCOT,2022-10-06,2025-06-01,6,HB_NORTH,PeakWD,0.254692
ERCOT,2022-10-06,2025-06-01,6,HB_NORTH,PeakWE,-1.084485
ERCOT,2023-04-06,2025-07-01,6,HB_NORTH,Off-peak,-0.317472
ERCOT,2023-04-06,2025-07-01,6,HB_NORTH,PeakWD,-2.937727
ERCOT,2023-04-06,2025-07-01,6,HB_NORTH,PeakWE,-2.480000
ERCOT,2023-04-06,2025-08-01,6,HB_NORTH,Off-peak,-0.815244
ERCOT,2023-04-06,2025-08-01,6,HB_NORTH,PeakWD,-2.510000
ERCOT,2023-04-06,2025-08-01,6,HB_NORTH,PeakWE,-2.580000
ERCOT,2023-04-06,2025-09-01,6,HB_NORTH,Off-peak,-0.516176
ERCOT,2023-04-06,2025-09-01,6,HB_NORTH,PeakWD,-0.328571
ERCOT,2023-04-06,2025-09-01,6,HB_NORTH,PeakWE,-0.411318
ERCOT,2023-04-06,2025-10-01,6,HB_NORTH,Off-peak,0.810000
ERCOT,2023-04-06,2025-10-01,6,HB_NORTH,PeakWD,4.327781
ERCOT,2023-04-06,2025-10-01,6,HB_NORTH,PeakWE,5.254695
ERCOT,2023-04-06,2025-11-01,6,HB_NORTH,Off-peak,0.322373
ERCOT,2023-04-06,2025-11-01,6,HB_NORTH,PeakWD,1.645377
ERCOT,2023-04-06,2025-11-01,6,HB_NORTH,PeakWE,1.070079
ERCOT,2023-04-06,2025-12-01,6,HB_NORTH,Off-peak,-1.200000
ERCOT,2023-04-06,2025-12-01,6,HB_NORTH,PeakWD,-3.110000
ERCOT,2023-04-06,2025-12-01,6,HB_NORTH,PeakWE,-2.730000
ERCOT,2023-10-05,2026-01-01,6,HB_NORTH,Off-peak,-0.897000
ERCOT,2023-10-05,2026-01-01,6,HB_NORTH,PeakWD,-3.250000
ERCOT,2023-10-05,2026-01-01,6,HB_NORTH,PeakWE,-2.505904
ERCOT,2023-10-05,2026-02-01,6,HB_NORTH,Off-peak,-1.104600
ERCOT,2023-10-05,2026-02-01,6,HB_NORTH,PeakWD,-3.610000
ERCOT,2023-10-05,2026-02-01,6,HB_NORTH,PeakWE,-2.818893
ERCOT,2023-10-05,2026-03-01,6,HB_NORTH,Off-peak,0.894263
ERCOT,2023-10-05,2026-03-01,6,HB_NORTH,PeakWD,1.010000
ERCOT,2023-10-05,2026-03-01,6,HB_NORTH,PeakWE,1.685556
ERCOT,2023-10-05,2026-04-01,6,HB_NORTH,Off-peak,0.555887
ERCOT,2023-10-05,2026-04-01,6,HB_NORTH,PeakWD,1.393415
ERCOT,2023-10-05,2026-04-01,6,HB_NORTH,PeakWE,2.706033
ERCOT,2023-10-05,2026-05-01,6,HB_NORTH,Off-peak,0.037861
ERCOT,2023-10-05,2026-05-01,6,HB_NORTH,PeakWD,-1.057587
ERCOT,2023-10-05,2026-05-01,6,HB_NORTH,PeakWE,0.272313
ERCOT,2023-10-05,2026-06-01,6,HB_NORTH,Off-peak,0.631344
ERCOT,2023-10-05,2026-06-01,6,HB_NORTH,PeakWD,-0.703809
ERCOT,2023-10-05,2026-06-01,6,HB_NORTH,PeakWE,-0.891250
